Sequence  | Address         | Length  | TermCode            | Uri                                                                                       | Data
82        | 7ff7c85e9120h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,n2,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 03 03 03 03 48 8d 44 24 04 c4 e2 7d 58 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
83        | 7ff7c85e9160h   | 44      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,n2,64u)                                   | 50 c5 f8 77 90 48 b8 03 03 03 03 03 03 03 03 48 89 04 24 48 8d 04 24 c4 e2 7d 59 04 24 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
84        | 7ff7c85e91b0h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n256,n8,n3,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 07 00 00 00 48 8d 44 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
85        | 7ff7c85e91f0h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n256,n8,n3,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 07 07 00 00 48 8d 44 24 04 c4 e2 7d 79 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
86        | 7ff7c85e9230h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,n3,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 07 07 07 07 48 8d 44 24 04 c4 e2 7d 58 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
87        | 7ff7c85e9270h   | 44      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,n3,64u)                                   | 50 c5 f8 77 90 48 b8 07 07 07 07 07 07 07 07 48 89 04 24 48 8d 04 24 c4 e2 7d 59 04 24 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
88        | 7ff7c85e92c0h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n256,n8,n4,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 0f 00 00 00 48 8d 44 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
89        | 7ff7c85e9300h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n256,n8,n4,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 0f 0f 00 00 48 8d 44 24 04 c4 e2 7d 79 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
90        | 7ff7c85e9750h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,n4,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 0f 0f 0f 0f 48 8d 44 24 04 c4 e2 7d 58 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
91        | 7ff7c85e9790h   | 44      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,n4,64u)                                   | 50 c5 f8 77 90 48 b8 0f 0f 0f 0f 0f 0f 0f 0f 48 89 04 24 48 8d 04 24 c4 e2 7d 59 04 24 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
92        | 7ff7c85e97e0h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n256,n8,n5,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 1f 00 00 00 48 8d 44 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
93        | 7ff7c85e9820h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n256,n8,n5,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 1f 1f 00 00 48 8d 44 24 04 c4 e2 7d 79 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
94        | 7ff7c85e9860h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,n5,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 1f 1f 1f 1f 48 8d 44 24 04 c4 e2 7d 58 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
95        | 7ff7c85e98a0h   | 44      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,n5,64u)                                   | 50 c5 f8 77 90 48 b8 1f 1f 1f 1f 1f 1f 1f 1f 48 89 04 24 48 8d 04 24 c4 e2 7d 59 04 24 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
96        | 7ff7c85e98f0h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n256,n8,n6,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 3f 00 00 00 48 8d 44 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
97        | 7ff7c85e9930h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n256,n8,n6,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 3f 3f 00 00 48 8d 44 24 04 c4 e2 7d 79 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
98        | 7ff7c85e9970h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,n6,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 3f 3f 3f 3f 48 8d 44 24 04 c4 e2 7d 58 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
99        | 7ff7c85e99b0h   | 44      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,n6,64u)                                   | 50 c5 f8 77 90 48 b8 3f 3f 3f 3f 3f 3f 3f 3f 48 89 04 24 48 8d 04 24 c4 e2 7d 59 04 24 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
100       | 7ff7c85e9a00h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n256,n8,n7,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 7f 00 00 00 48 8d 44 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
101       | 7ff7c85e9a40h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n256,n8,n7,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 7f 7f 00 00 48 8d 44 24 04 c4 e2 7d 79 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
102       | 7ff7c85e9a80h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,n7,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 7f 7f 7f 7f 48 8d 44 24 04 c4 e2 7d 58 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
103       | 7ff7c85e9ac0h   | 44      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,n7,64u)                                   | 50 c5 f8 77 90 48 b8 7f 7f 7f 7f 7f 7f 7f 7f 48 89 04 24 48 8d 04 24 c4 e2 7d 59 04 24 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
104       | 7ff7c85e9b10h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n128,n8,8u,8u)                                     | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
105       | 7ff7c85e9b60h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n128,n8,8u,16u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
106       | 7ff7c85e9bb0h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n128,n8,8u,32u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
107       | 7ff7c85e9c00h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n128,n8,8u,64u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
108       | 7ff7c85e9c50h   | 55      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[8u](n256,n8,8u,8u)                                     | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 00 c5 f8 77 48 83 c4 08 c3
109       | 7ff7c85e9ca0h   | 55      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[16u](n256,n8,8u,16u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 00 c5 f8 77 48 83 c4 08 c3
110       | 7ff7c85ea100h   | 55      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[32u](n256,n8,8u,32u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 00 c5 f8 77 48 83 c4 08 c3
111       | 7ff7c85ea150h   | 55      | CTC_RET_INTR        | hex://intrinsics/vmask?vlsb#vlsb_g[64u](n256,n8,8u,64u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 fa 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 00 c5 f8 77 48 83 c4 08 c3
112       | 7ff7c85ea1a0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,8u)                                           | 50 c5 f8 77 90 c7 44 24 04 80 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
113       | 7ff7c85ea1e0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,16u)                                         | 50 c5 f8 77 90 c7 44 24 04 00 80 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
114       | 7ff7c85ea220h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,32u)                                         | 50 c5 f8 77 90 c7 44 24 04 00 00 00 80 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
115       | 7ff7c85ea260h   | 0       | CTC_Zx7             | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,64u)                                         |  
116       | 7ff7c85ea2a0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n2,n1,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 aa 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
117       | 7ff7c85ea2e0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n2,n1,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 aa aa 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
118       | 7ff7c85ea320h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n2,n1,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 aa aa aa aa 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
119       | 7ff7c85ea360h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n2,n1,64u)                                   | 50 c5 f8 77 90 48 b8 aa aa aa aa aa aa aa aa 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
120       | 7ff7c85ea3a0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n4,n1,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 88 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
121       | 7ff7c85ea3e0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n4,n1,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 88 88 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
122       | 7ff7c85ea830h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n4,n1,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 88 88 88 88 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
123       | 7ff7c85ea870h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n4,n1,64u)                                   | 50 c5 f8 77 90 48 b8 88 88 88 88 88 88 00 00 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
124       | 7ff7c85ea8b0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n1,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 80 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
125       | 7ff7c85ea8f0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n1,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 80 80 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
126       | 7ff7c85ea930h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n1,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 80 80 80 80 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
127       | 7ff7c85ea970h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n1,64u)                                   | 50 c5 f8 77 90 48 b8 80 80 80 80 80 80 80 80 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
128       | 7ff7c85ea9b0h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n16,n1,8u)                                    | 50 c5 f8 77 90 48 b8 00 80 00 80 00 80 00 80 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
129       | 7ff7c85ea9f0h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n16,n1,16u)                                  | 50 c5 f8 77 90 48 b8 00 80 00 80 00 80 00 80 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
130       | 7ff7c85eaa30h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n16,n1,32u)                                  | 50 c5 f8 77 90 48 b8 00 80 00 80 00 80 00 80 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
131       | 7ff7c85eaa70h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n16,n1,64u)                                  | 50 c5 f8 77 90 48 b8 00 80 00 80 00 80 00 80 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
132       | 7ff7c85eaab0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n2,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 c0 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
133       | 7ff7c85eaaf0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n2,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 c0 c0 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
134       | 7ff7c85eab30h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n2,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 c0 c0 c0 c0 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
135       | 7ff7c85eab70h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n2,64u)                                   | 50 c5 f8 77 90 48 b8 c0 c0 c0 c0 c0 c0 c0 c0 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
136       | 7ff7c85eafc0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n3,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 e0 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
137       | 7ff7c85eb000h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n3,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 e0 e0 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
138       | 7ff7c85eb040h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n3,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 e0 e0 e0 e0 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
139       | 7ff7c85eb080h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n3,64u)                                   | 50 c5 f8 77 90 48 b8 e0 e0 e0 e0 e0 e0 e0 e0 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
140       | 7ff7c85eb0c0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n4,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 f0 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
141       | 7ff7c85eb100h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n4,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 f0 f0 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
142       | 7ff7c85eb140h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n4,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 f0 f0 f0 f0 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
143       | 7ff7c85eb180h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n4,64u)                                   | 50 c5 f8 77 90 48 b8 f0 f0 f0 f0 f0 f0 f0 f0 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
144       | 7ff7c85eb1c0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n5,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 f8 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
145       | 7ff7c85eb200h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n5,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 f8 f8 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
146       | 7ff7c85eb240h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n5,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 f8 f8 f8 f8 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
147       | 7ff7c85eb280h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n5,64u)                                   | 50 c5 f8 77 90 48 b8 f8 f8 f8 f8 f8 f8 f8 f8 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
148       | 7ff7c85eb6d0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n6,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 fc 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
149       | 7ff7c85eb710h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n6,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 fc fc 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
150       | 7ff7c85eb750h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n6,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 fc fc fc fc 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
151       | 7ff7c85eb790h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n6,64u)                                   | 50 c5 f8 77 90 48 b8 fc fc fc fc fc fc fc fc 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
152       | 7ff7c85eb7d0h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,n7,8u)                                     | 50 c5 f8 77 90 c7 44 24 04 fe 00 00 00 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
153       | 7ff7c85eb810h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,n7,16u)                                   | 50 c5 f8 77 90 c7 44 24 04 fe fe 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
154       | 7ff7c85eb850h   | 37      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,n7,32u)                                   | 50 c5 f8 77 90 c7 44 24 04 fe fe fe fe 48 8d 44 24 04 c4 e2 79 58 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
155       | 7ff7c85eb890h   | 41      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,n7,64u)                                   | 50 c5 f8 77 90 48 b8 fe fe fe fe fe fe fe fe 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
156       | 7ff7c85eb8d0h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n128,n8,8u,8u)                                     | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 e2 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
157       | 7ff7c85eb920h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n128,n8,8u,16u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 e2 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
158       | 7ff7c85eb970h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[32u](n128,n8,8u,32u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 e2 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
159       | 7ff7c85eb9c0h   | 52      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[64u](n128,n8,8u,64u)                                   | 50 c5 f8 77 90 48 8b c1 41 0f b6 c9 f7 d9 83 c1 08 ba ff 00 00 00 d3 e2 0f b6 d2 88 54 24 04 48 8d 54 24 04 c4 e2 79 78 44 24 04 c5 f9 11 00 48 83 c4 08 c3
160       | 7ff7c85ebe20h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[8u](n256,8u)                                           | 50 c5 f8 77 90 c7 44 24 04 80 00 00 00 48 8d 44 24 04 c4 e2 7d 78 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
161       | 7ff7c85ebe60h   | 40      | CTC_RET_INTR        | hex://intrinsics/vmask?vmsb#vmsb_g[16u](n256,16u)                                         | 50 c5 f8 77 90 c7 44 24 04 00 80 00 00 48 8d 44 24 04 c4 e2 7d 79 44 24 04 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
