Sequence  | Address         | Length  | TermCode            | Uri                                                                                       | Data
246       | 7ff7c86143b0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?lnot#lnot_g[64u](v256x64u,v256x64u)                             | c5 f8 77 66 90 c5 fd 10 02 c4 e2 7d 29 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
247       | 7ff7c86143e0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?lnot#lnot_g[64i](v256x64i,v256x64i)                             | c5 f8 77 66 90 c5 fd 10 02 c4 e2 7d 29 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
248       | 7ff7c8614410h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[8u](v256x8u,v256x8u)                              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
249       | 7ff7c8614440h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[8i](v256x8i,v256x8i)                              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
250       | 7ff7c8614470h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[16u](v256x16u,v256x16u)                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
251       | 7ff7c86144a0h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[16i](v256x16i,v256x16i)                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
252       | 7ff7c86144d0h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[32u](v256x32u,v256x32u)                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
253       | 7ff7c8614500h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[32i](v256x32i,v256x32i)                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
254       | 7ff7c8614530h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[64u](v256x64u,v256x64u)                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
255       | 7ff7c8614560h   | 21      | CTC_RET_INTR        | hex://logix/VectorizedOps?right#right_g[64i](v256x64i,v256x64i)                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
256       | 7ff7c8614590h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[8u](v256x8u,v256x8u)                                | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 74 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
257       | 7ff7c86145c0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[8i](v256x8i,v256x8i)                                | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 74 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
258       | 7ff7c8614a00h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[16u](v256x16u,v256x16u)                             | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 75 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
259       | 7ff7c8614a30h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[16i](v256x16i,v256x16i)                             | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 75 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
260       | 7ff7c8614a60h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[32u](v256x32u,v256x32u)                             | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 76 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
261       | 7ff7c8614a90h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[32i](v256x32i,v256x32i)                             | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 76 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
262       | 7ff7c8614ac0h   | 30      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[64u](v256x64u,v256x64u)                             | c5 f8 77 66 90 c4 c1 7d 10 00 c4 e2 7d 29 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
263       | 7ff7c8614af0h   | 30      | CTC_RET_INTR        | hex://logix/VectorizedOps?rnot#rnot_g[64i](v256x64i,v256x64i)                             | c5 f8 77 66 90 c4 c1 7d 10 00 c4 e2 7d 29 c8 c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
264       | 7ff7c8614b20h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[8u](v256x8u,v256x8u)                          | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
265       | 7ff7c8614b50h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[8i](v256x8i,v256x8i)                          | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
266       | 7ff7c8614b80h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[16u](v256x16u,v256x16u)                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
267       | 7ff7c8614bb0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[16i](v256x16i,v256x16i)                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
268       | 7ff7c8614be0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[32u](v256x32u,v256x32u)                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
269       | 7ff7c8614c10h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[32i](v256x32i,v256x32i)                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
270       | 7ff7c8614c40h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[64u](v256x64u,v256x64u)                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
271       | 7ff7c8614c70h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?nonimpl#nonimpl_g[64i](v256x64i,v256x64i)                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd df c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
272       | 7ff7c8614ca0h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[8u](v256x8u,v256x8u)                              | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 74 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
273       | 7ff7c8614ce0h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[8i](v256x8i,v256x8i)                              | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 74 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
274       | 7ff7c8614d20h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[16u](v256x16u,v256x16u)                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 75 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
275       | 7ff7c8614d60h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[16i](v256x16i,v256x16i)                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 75 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
276       | 7ff7c8614da0h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[32u](v256x32u,v256x32u)                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 76 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
277       | 7ff7c8614de0h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[32i](v256x32i,v256x32i)                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 76 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
278       | 7ff7c8614e20h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[64u](v256x64u,v256x64u)                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c4 e2 7d 29 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
279       | 7ff7c8614e60h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?cimpl#cimpl_g[64i](v256x64i,v256x64i)                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c4 e2 7d 29 d0 c5 fd ef c2 c5 fd eb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
280       | 7ff7c8614ea0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[8u](v256x8u,v256x8u)                        | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
281       | 7ff7c8614ed0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[8i](v256x8i,v256x8i)                        | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
282       | 7ff7c8614f00h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[16u](v256x16u,v256x16u)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
283       | 7ff7c8614f30h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[16i](v256x16i,v256x16i)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
284       | 7ff7c8614f60h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[32u](v256x32u,v256x32u)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
285       | 7ff7c8614f90h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[32i](v256x32i,v256x32i)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
286       | 7ff7c8614fc0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[64u](v256x64u,v256x64u)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
287       | 7ff7c8614ff0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?cnonimpl#cnonimpl_g[64i](v256x64i,v256x64i)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 df c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
288       | 7ff7c8615430h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[8u](v256x8u,v256x8u)                            | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 74 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
289       | 7ff7c8615470h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[8i](v256x8i,v256x8i)                            | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 74 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
290       | 7ff7c86154b0h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[16u](v256x16u,v256x16u)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 75 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
291       | 7ff7c86154f0h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[16i](v256x16i,v256x16i)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 75 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
292       | 7ff7c8615530h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[32u](v256x32u,v256x32u)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 76 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
293       | 7ff7c8615570h   | 37      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[32i](v256x32i,v256x32i)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 f5 76 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
294       | 7ff7c86155b0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[64u](v256x64u,v256x64u)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c4 e2 75 29 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
295       | 7ff7c86155f0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?xornot#xornot_g[64i](v256x64i,v256x64i)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c4 e2 75 29 d1 c5 f5 ef ca c5 fd ef c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
296       | 7ff7c8615630h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[8u](v256x8u)                                          | c5 f8 77 66 90 c5 fd 10 02 48 b8 ed 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fc c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
297       | 7ff7c8615670h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[8i](v256x8i)                                          | c5 f8 77 66 90 c5 fd 10 02 48 b8 ed 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fc c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
298       | 7ff7c86156b0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[16u](v256x16u)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 6d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fd c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
299       | 7ff7c86156f0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[16i](v256x16i)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 6d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fd c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
300       | 7ff7c8615730h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[32u](v256x32u)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 0d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fe c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
301       | 7ff7c8615770h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[32i](v256x32i)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 0d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fe c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
302       | 7ff7c86157b0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[64u](v256x64u)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 3d 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd d4 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
303       | 7ff7c86157f0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?inc#inc_g[64i](v256x64i)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 3d 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd d4 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
304       | 7ff7c8615c40h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[8u](v256x8u)                                          | c5 f8 77 66 90 c5 fd 10 02 48 b8 ed 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd f8 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
305       | 7ff7c8615c80h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[8i](v256x8i)                                          | c5 f8 77 66 90 c5 fd 10 02 48 b8 ed 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd f8 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
306       | 7ff7c8615cc0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[16u](v256x16u)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 6d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd f9 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
307       | 7ff7c8615d00h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[16i](v256x16i)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 6d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd f9 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
308       | 7ff7c8615d40h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[32u](v256x32u)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 0d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fa c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
309       | 7ff7c8615d80h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[32i](v256x32i)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 0d 56 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fa c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
310       | 7ff7c8615dc0h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[64u](v256x64u)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 3d 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
311       | 7ff7c8615e00h   | 38      | CTC_RET_INTR        | hex://logix/VectorizedOps?dec#dec_g[64i](v256x64i)                                        | c5 f8 77 66 90 c5 fd 10 02 48 b8 3d 57 86 9e 49 01 00 00 c5 ff f0 08 c5 fd fb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
312       | 7ff7c8615e40h   | 44      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[8u](v256x8u)                                    | c5 f8 77 66 90 c5 fd 10 02 c5 fd 74 c8 c5 fd ef c1 c5 f4 57 c9 c5 ec 57 d2 c5 f5 74 ca c5 fd f8 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
313       | 7ff7c8615e90h   | 28      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[8i](v256x8i)                                    | c5 f8 77 66 90 c5 fd 10 02 c5 f4 57 c9 c5 f5 f8 c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
314       | 7ff7c8615ec0h   | 44      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[16u](v256x16u)                                  | c5 f8 77 66 90 c5 fd 10 02 c5 fd 75 c8 c5 fd ef c1 c5 f4 57 c9 c5 ec 57 d2 c5 f5 75 ca c5 fd f9 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
315       | 7ff7c8615f10h   | 28      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[16i](v256x16i)                                  | c5 f8 77 66 90 c5 fd 10 02 c5 f4 57 c9 c5 f5 f9 c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
316       | 7ff7c8615f40h   | 44      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[32u](v256x32u)                                  | c5 f8 77 66 90 c5 fd 10 02 c5 fd 76 c8 c5 fd ef c1 c5 f4 57 c9 c5 ec 57 d2 c5 f5 76 ca c5 fd fa c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
317       | 7ff7c8615f90h   | 28      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[32i](v256x32i)                                  | c5 f8 77 66 90 c5 fd 10 02 c5 f4 57 c9 c5 f5 fa c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
318       | 7ff7c8615fc0h   | 46      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[64u](v256x64u)                                  | c5 f8 77 66 90 c5 fd 10 02 c4 e2 7d 29 c8 c5 fd ef c1 c5 f4 57 c9 c5 ec 57 d2 c4 e2 75 29 ca c5 fd fb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
319       | 7ff7c8616010h   | 28      | CTC_RET_INTR        | hex://logix/VectorizedOps?negate#negate_g[64i](v256x64i)                                  | c5 f8 77 66 90 c5 fd 10 02 c5 f4 57 c9 c5 f5 fb c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
320       | 7ff7c8616040h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[8u](v256x8u,v256x8u)                                  | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fc c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
321       | 7ff7c8616070h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[8i](v256x8i,v256x8i)                                  | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fc c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
322       | 7ff7c86160a0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[16u](v256x16u,v256x16u)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fd c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
323       | 7ff7c86160d0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[16i](v256x16i,v256x16i)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fd c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
324       | 7ff7c8616100h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[32u](v256x32u,v256x32u)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fe c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
325       | 7ff7c8616130h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[32i](v256x32i,v256x32i)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fe c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
326       | 7ff7c8616160h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[64u](v256x64u,v256x64u)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd d4 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
327       | 7ff7c8616190h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?add#add_g[64i](v256x64i,v256x64i)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd d4 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
328       | 7ff7c86161c0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[8u](v256x8u,v256x8u)                                  | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd f8 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
329       | 7ff7c86161f0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[8i](v256x8i,v256x8i)                                  | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd f8 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
330       | 7ff7c8616220h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[16u](v256x16u,v256x16u)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd f9 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
331       | 7ff7c8616250h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[16i](v256x16i,v256x16i)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd f9 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
332       | 7ff7c8616280h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[32u](v256x32u,v256x32u)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fa c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
333       | 7ff7c86162b0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[32i](v256x32i,v256x32i)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fa c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
334       | 7ff7c86162e0h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[64u](v256x64u,v256x64u)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
335       | 7ff7c8616310h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?sub#sub_g[64i](v256x64i,v256x64i)                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd fb c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
336       | 7ff7c8616750h   | 29      | CTC_RET_INTR        | hex://logix/VectorizedOps?equals#equals_g[8u](v256x8u,v256x8u)                            | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c5 fd 74 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3
