TermCode            | Size    | Uri
CTC_RET_Zx7         | 428     | asm://logix/predicate.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/predicate.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx3         | 513     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_16i_16i
CTC_RET_Zx7         | 310     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_16u_16u
CTC_RET_Zx7         | 187     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_32i_32i
CTC_RET_Zx7         | 187     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_32u_32u
CTC_RET_Zx7         | 222     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_64i_64i
CTC_RET_Zx7         | 222     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_64u_64u
CTC_RET_Zx3         | 513     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_8i_8i
CTC_RET_Zx7         | 310     | asm://logix/scalar.api?eval_g#eval_gBinaryBitLogicKind~8u_8u_8u
CTC_RET_Zx7         | 271     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_16i_16i
CTC_RET_Zx7         | 263     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_16u_16u
CTC_RET_Zx7         | 200     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_32i_32i
CTC_RET_Zx7         | 200     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_32u_32u
CTC_RET_Zx7         | 233     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_64i_64i
CTC_RET_Zx7         | 233     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_64u_64u
CTC_RET_Zx7         | 271     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_8i_8i
CTC_RET_Zx7         | 263     | asm://logix/scalar.api?eval_g#eval_gComparisonKind~8u_8u_8u
CTC_RET_Zx7         | 100     | asm://logix/scalar.api?eval_g#eval_gShiftOpKind~8u_16u_8u
CTC_RET_Zx7         | 71      | asm://logix/scalar.api?eval_g#eval_gShiftOpKind~8u_32u_8u
CTC_RET_Zx7         | 73      | asm://logix/scalar.api?eval_g#eval_gShiftOpKind~8u_64u_8u
CTC_RET_Zx7         | 100     | asm://logix/scalar.api?eval_g#eval_gShiftOpKind~8u_8u_8u
CTC_RET_Zx7         | 1010    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_16i_16i_16i
CTC_RET_Zx7         | 2093    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_16u_16u_16u
CTC_RET_Zx7         | 216     | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_32i_32i_32i
CTC_RET_Zx7         | 1321    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_32u_32u_32u
CTC_RET_Zx3         | 2025    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_64i_64i_64i
CTC_RET_Zx7         | 1378    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_64u_64u_64u
CTC_RET_Zx7         | 2261    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_8i_8i_8i
CTC_RET_Zx7         | 2229    | asm://logix/scalar.api?eval_g#eval_gTernaryBitLogicKind~8u_8u_8u_8u
CTC_RET_Zx7         | 35      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_16i
CTC_RET_Zx7         | 34      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_16u
CTC_RET_Zx7         | 33      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_32i
CTC_RET_Zx7         | 33      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_32u
CTC_RET_Zx7         | 34      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_64i
CTC_RET_Zx7         | 34      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_64u
CTC_RET_Zx7         | 35      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_8i
CTC_RET_Zx7         | 34      | asm://logix/scalar.api?eval_g#eval_gUnaryBitLogicKind~8u_8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 122     | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/scalar.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 250     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 202     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 428     | asm://logix/scalar.api?lookup_g#lookup_gComparisonKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 125     | asm://logix/scalar.api?lookup_g#lookup_gShiftOpKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_Zx7         | 96      | asm://logix/scalar.api?lookup_g#lookup_gUnaryBitLogicKind~8u
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?add_g#add_g16i_16i
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?add_g#add_g16u_16u
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?add_g#add_g32i_32i
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?add_g#add_g32u_32u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?add_g#add_g64i_64i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?add_g#add_g64u_64u
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?add_g#add_g8i_8i
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?add_g#add_g8u_8u
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?and_g#and_g16i_16i
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?and_g#and_g16u_16u
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?and_g#and_g32i_32i
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?and_g#and_g32u_32u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?and_g#and_g64i_64i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?and_g#and_g64u_64u
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?and_g#and_g8i_8i
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?and_g#and_g8u_8u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?cimpl_g#cimpl_g16i_16i
CTC_RET_ZED_SBB     | 19      | asm://logix/scalar.ops?cimpl_g#cimpl_g16u_16u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?cimpl_g#cimpl_g32i_32i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?cimpl_g#cimpl_g32u_32u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?cimpl_g#cimpl_g64i_64i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?cimpl_g#cimpl_g64u_64u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?cimpl_g#cimpl_g8i_8i
CTC_RET_ZED_SBB     | 19      | asm://logix/scalar.ops?cimpl_g#cimpl_g8u_8u
CTC_RET_ZED_SBB     | 23      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g16i_16i
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g16u_16u
CTC_RET_ZED_SBB     | 11      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g32i_32i
CTC_RET_ZED_SBB     | 11      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g32u_32u
CTC_RET_ZED_SBB     | 11      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g64i_64i
CTC_RET_ZED_SBB     | 11      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g64u_64u
CTC_RET_ZED_SBB     | 23      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g8i_8i
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?cnonimpl_g#cnonimpl_g8u_8u
CTC_RET_SBB         | 16      | asm://logix/scalar.ops?dec_g#dec_g16i
CTC_RET_Zx3         | 14      | asm://logix/scalar.ops?dec_g#dec_g16u
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?dec_g#dec_g32i
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?dec_g#dec_g32u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?dec_g#dec_g64i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?dec_g#dec_g64u
CTC_RET_SBB         | 16      | asm://logix/scalar.ops?dec_g#dec_g8i
CTC_RET_Zx3         | 14      | asm://logix/scalar.ops?dec_g#dec_g8u
CTC_RET_Zx3         | 25      | asm://logix/scalar.ops?div_g#div_g16i_16i
CTC_RET_Zx3         | 21      | asm://logix/scalar.ops?div_g#div_g16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?div_g#div_g32i_32i
CTC_RET_SBB         | 16      | asm://logix/scalar.ops?div_g#div_g32u_32u
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?div_g#div_g64i_64i
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?div_g#div_g64u_64u
CTC_RET_Zx3         | 25      | asm://logix/scalar.ops?div_g#div_g8i_8i
CTC_RET_Zx3         | 21      | asm://logix/scalar.ops?div_g#div_g8u_8u
CTC_RET_ZED_SBB     | 39      | asm://logix/scalar.ops?equals_g#equals_g16i_16i
CTC_RET_SBB         | 36      | asm://logix/scalar.ops?equals_g#equals_g16u_16u
CTC_RET_ZED_SBB     | 27      | asm://logix/scalar.ops?equals_g#equals_g32i_32i
CTC_RET_ZED_SBB     | 27      | asm://logix/scalar.ops?equals_g#equals_g32u_32u
CTC_RET_Zx3         | 33      | asm://logix/scalar.ops?equals_g#equals_g64i_64i
CTC_RET_Zx3         | 33      | asm://logix/scalar.ops?equals_g#equals_g64u_64u
CTC_RET_ZED_SBB     | 39      | asm://logix/scalar.ops?equals_g#equals_g8i_8i
CTC_RET_SBB         | 36      | asm://logix/scalar.ops?equals_g#equals_g8u_8u
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g16i_16i_16i
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g16u_16u_16u
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g32i_32i_32i
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g32u_32u_32u
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g64i_64i_64i
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g64u_64u_64u
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g8i_8i_8i
CTC_RET_SBB         | 8       | asm://logix/scalar.ops?f00_g#f00_g8u_8u_8u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f01_g#f01_g16i_16i_16i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f01_g#f01_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f01_g#f01_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f01_g#f01_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f01_g#f01_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f01_g#f01_g64u_64u_64u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f01_g#f01_g8i_8i_8i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f01_g#f01_g8u_8u_8u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f02_g#f02_g16i_16i_16i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f02_g#f02_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f02_g#f02_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f02_g#f02_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f02_g#f02_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f02_g#f02_g64u_64u_64u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f02_g#f02_g8i_8i_8i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f02_g#f02_g8u_8u_8u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f03_g#f03_g16i_16i_16i
CTC_RET_ZED_SBB     | 19      | asm://logix/scalar.ops?f03_g#f03_g16u_16u_16u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?f03_g#f03_g32i_32i_32i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?f03_g#f03_g32u_32u_32u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f03_g#f03_g64i_64i_64i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f03_g#f03_g64u_64u_64u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f03_g#f03_g8i_8i_8i
CTC_RET_ZED_SBB     | 19      | asm://logix/scalar.ops?f03_g#f03_g8u_8u_8u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f04_g#f04_g16i_16i_16i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f04_g#f04_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f04_g#f04_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f04_g#f04_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f04_g#f04_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f04_g#f04_g64u_64u_64u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f04_g#f04_g8i_8i_8i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f04_g#f04_g8u_8u_8u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f05_g#f05_g16i_16i_16i
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?f05_g#f05_g16u_16u_16u
CTC_RET_Zx3         | 13      | asm://logix/scalar.ops?f05_g#f05_g32i_32i_32i
CTC_RET_Zx3         | 13      | asm://logix/scalar.ops?f05_g#f05_g32u_32u_32u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f05_g#f05_g64i_64i_64i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f05_g#f05_g64u_64u_64u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f05_g#f05_g8i_8i_8i
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?f05_g#f05_g8u_8u_8u
CTC_RET_SBB         | 40      | asm://logix/scalar.ops?f06_g#f06_g16i_16i_16i
CTC_RET_Zx3         | 34      | asm://logix/scalar.ops?f06_g#f06_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f06_g#f06_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f06_g#f06_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f06_g#f06_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f06_g#f06_g64u_64u_64u
CTC_RET_SBB         | 40      | asm://logix/scalar.ops?f06_g#f06_g8i_8i_8i
CTC_RET_Zx3         | 34      | asm://logix/scalar.ops?f06_g#f06_g8u_8u_8u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f07_g#f07_g16i_16i_16i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f07_g#f07_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f07_g#f07_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f07_g#f07_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f07_g#f07_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f07_g#f07_g64u_64u_64u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f07_g#f07_g8i_8i_8i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f07_g#f07_g8u_8u_8u
CTC_RET_SBB         | 36      | asm://logix/scalar.ops?f08_g#f08_g16i_16i_16i
CTC_RET_ZED_SBB     | 31      | asm://logix/scalar.ops?f08_g#f08_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f08_g#f08_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f08_g#f08_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f08_g#f08_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f08_g#f08_g64u_64u_64u
CTC_RET_SBB         | 36      | asm://logix/scalar.ops?f08_g#f08_g8i_8i_8i
CTC_RET_ZED_SBB     | 31      | asm://logix/scalar.ops?f08_g#f08_g8u_8u_8u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f09_g#f09_g16i_16i_16i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f09_g#f09_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f09_g#f09_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f09_g#f09_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f09_g#f09_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f09_g#f09_g64u_64u_64u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f09_g#f09_g8i_8i_8i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f09_g#f09_g8u_8u_8u
CTC_RET_Zx3         | 26      | asm://logix/scalar.ops?f0a_g#f0a_g16i_16i_16i
CTC_RET_ZED_SBB     | 23      | asm://logix/scalar.ops?f0a_g#f0a_g16u_16u_16u
CTC_RET_Zx3         | 13      | asm://logix/scalar.ops?f0a_g#f0a_g32i_32i_32i
CTC_RET_Zx3         | 13      | asm://logix/scalar.ops?f0a_g#f0a_g32u_32u_32u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f0a_g#f0a_g64i_64i_64i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f0a_g#f0a_g64u_64u_64u
CTC_RET_Zx3         | 26      | asm://logix/scalar.ops?f0a_g#f0a_g8i_8i_8i
CTC_RET_ZED_SBB     | 23      | asm://logix/scalar.ops?f0a_g#f0a_g8u_8u_8u
CTC_RET_ZED_SBB     | 59      | asm://logix/scalar.ops?f0b_g#f0b_g16i_16i_16i
CTC_RET_Zx3         | 53      | asm://logix/scalar.ops?f0b_g#f0b_g16u_16u_16u
CTC_RET_ZED_SBB     | 31      | asm://logix/scalar.ops?f0b_g#f0b_g32i_32i_32i
CTC_RET_Zx3         | 17      | asm://logix/scalar.ops?f0b_g#f0b_g32u_32u_32u
CTC_RET_SBB         | 36      | asm://logix/scalar.ops?f0b_g#f0b_g64i_64i_64i
CTC_RET_Zx3         | 21      | asm://logix/scalar.ops?f0b_g#f0b_g64u_64u_64u
CTC_RET_ZED_SBB     | 59      | asm://logix/scalar.ops?f0b_g#f0b_g8i_8i_8i
CTC_RET_ZED_SBB     | 43      | asm://logix/scalar.ops?f0b_g#f0b_g8u_8u_8u
CTC_RET_Zx3         | 26      | asm://logix/scalar.ops?f0c_g#f0c_g16i_16i_16i
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f0c_g#f0c_g16u_16u_16u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?f0c_g#f0c_g32i_32i_32i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?f0c_g#f0c_g32u_32u_32u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f0c_g#f0c_g64i_64i_64i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f0c_g#f0c_g64u_64u_64u
CTC_RET_Zx3         | 26      | asm://logix/scalar.ops?f0c_g#f0c_g8i_8i_8i
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f0c_g#f0c_g8u_8u_8u
CTC_RET_Zx3         | 58      | asm://logix/scalar.ops?f0d_g#f0d_g16i_16i_16i
CTC_RET_Zx3         | 53      | asm://logix/scalar.ops?f0d_g#f0d_g16u_16u_16u
CTC_RET_ZED_SBB     | 31      | asm://logix/scalar.ops?f0d_g#f0d_g32i_32i_32i
CTC_RET_ZED_SBB     | 19      | asm://logix/scalar.ops?f0d_g#f0d_g32u_32u_32u
CTC_RET_SBB         | 36      | asm://logix/scalar.ops?f0d_g#f0d_g64i_64i_64i
CTC_RET_SBB         | 24      | asm://logix/scalar.ops?f0d_g#f0d_g64u_64u_64u
CTC_RET_Zx3         | 58      | asm://logix/scalar.ops?f0d_g#f0d_g8i_8i_8i
CTC_RET_ZED_SBB     | 43      | asm://logix/scalar.ops?f0d_g#f0d_g8u_8u_8u
CTC_RET_SBB         | 40      | asm://logix/scalar.ops?f0e_g#f0e_g16i_16i_16i
CTC_RET_Zx3         | 34      | asm://logix/scalar.ops?f0e_g#f0e_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f0e_g#f0e_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f0e_g#f0e_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f0e_g#f0e_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f0e_g#f0e_g64u_64u_64u
CTC_RET_SBB         | 40      | asm://logix/scalar.ops?f0e_g#f0e_g8i_8i_8i
CTC_RET_Zx3         | 34      | asm://logix/scalar.ops?f0e_g#f0e_g8u_8u_8u
CTC_RET_SBB         | 16      | asm://logix/scalar.ops?f0f_g#f0f_g16i_16i_16i
CTC_RET_Zx3         | 14      | asm://logix/scalar.ops?f0f_g#f0f_g16u_16u_16u
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?f0f_g#f0f_g32i_32i_32i
CTC_RET_Zx3         | 10      | asm://logix/scalar.ops?f0f_g#f0f_g32u_32u_32u
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?f0f_g#f0f_g64i_64i_64i
CTC_RET_SBB         | 12      | asm://logix/scalar.ops?f0f_g#f0f_g64u_64u_64u
CTC_RET_SBB         | 16      | asm://logix/scalar.ops?f0f_g#f0f_g8i_8i_8i
CTC_RET_Zx3         | 14      | asm://logix/scalar.ops?f0f_g#f0f_g8u_8u_8u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f10_g#f10_g16i_16i_16i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f10_g#f10_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f10_g#f10_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f10_g#f10_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f10_g#f10_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f10_g#f10_g64u_64u_64u
CTC_RET_SBB         | 32      | asm://logix/scalar.ops?f10_g#f10_g8i_8i_8i
CTC_RET_SBB         | 28      | asm://logix/scalar.ops?f10_g#f10_g8u_8u_8u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f11_g#f11_g16i_16i_16i
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?f11_g#f11_g16u_16u_16u
CTC_RET_Zx3         | 13      | asm://logix/scalar.ops?f11_g#f11_g32i_32i_32i
CTC_RET_Zx3         | 13      | asm://logix/scalar.ops?f11_g#f11_g32u_32u_32u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f11_g#f11_g64i_64i_64i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f11_g#f11_g64u_64u_64u
CTC_RET_Zx3         | 22      | asm://logix/scalar.ops?f11_g#f11_g8i_8i_8i
CTC_RET_SBB         | 20      | asm://logix/scalar.ops?f11_g#f11_g8u_8u_8u
CTC_RET_SBB         | 40      | asm://logix/scalar.ops?f12_g#f12_g16i_16i_16i
CTC_RET_Zx3         | 34      | asm://logix/scalar.ops?f12_g#f12_g16u_16u_16u
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f12_g#f12_g32i_32i_32i
CTC_RET_ZED_SBB     | 15      | asm://logix/scalar.ops?f12_g#f12_g32u_32u_32u
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f12_g#f12_g64i_64i_64i
CTC_RET_Zx3         | 18      | asm://logix/scalar.ops?f12_g#f12_g64u_64u_64u
CTC_RET_SBB         | 40      | asm://logix/scalar.ops?f12_g#f12_g8i_8i_8i
